id,recipient,height,claimed_coins,fund_community_pool_coins
425,evmos102rm7rsqqvzsys5z56k27n8dwwt3k4q5lsctue,283363,141479936571767430240aevmos,42050079762404041632aevmos
426,evmos102rm7rsqqvzsys5z56k27n8dwwt3k4q5lsctue,283482,141454487244606171588aevmos,42075529089565300284aevmos
427,evmos102rm7rsqqvzsys5z56k27n8dwwt3k4q5lsctue,283513,141448022858726459916aevmos,42081993475445011956aevmos
428,evmos102rm7rsqqvzsys5z56k27n8dwwt3k4q5lsctue,283529,141444669392656777056aevmos,42085346941514694816aevmos
429,evmos102rm7rsqqvzsys5z56k27n8dwwt3k4q5lsctue,283558,141438671368310812328aevmos,42091344965860659544aevmos
430,evmos102rm7rsqqvzsys5z56k27n8dwwt3k4q5lsctue,283559,141438464510812898880aevmos,42091551823358572992aevmos
431,evmos10f3xehy5fls7wz2xp73ku3l02z9cj42x4rkzmg,284839,141162065706239696072aevmos,42367950627931775800aevmos
432,evmos12x807s9qrh5clxcw2pk2ar457jxkn93j9ydrnq,284898,236323976605424232615aevmos,70957729096914707033aevmos
433,evmos1y2thf9zep9zs4656uemz2qqjj682tjfurh4cla,285008,36636561085465942652aevmos,11008524658485252228aevmos
434,evmos14sdcpcr0juy8n0ac72ujkk2yykflxv4kzlh5tk,285722,177073624730685890521aevmos,53459263421544322087aevmos
435,evmos1hq290e389kam9dtaclapwygn2hupqgkh4966xu,286147,36572664884869812059aevmos,11072420859081382821aevmos
436,evmos167hkzx5df87ex5gc3cn2czq40yp86vjdqr5qum,286290,140847798793412085052aevmos,42682217540759386820aevmos
437,evmos1xhm44hxd60rqqpeu0q00dk5vdhknp5ck2ayhu9,286616,142129256847487685254aevmos,43163341147092113530aevmos
438,evmos135v7mrj02qd9f9uu4lwepngdmh3nxeez8eah6l,286670,142117815365793489766aevmos,43174782628786309018aevmos
439,evmos1wlc9f458xkrls680z2a0g6eyljm3t3targ7l27,287438,141949230110305351382aevmos,43343367884274447402aevmos
440,evmos1h30m58l0pwnfusqum7t3jlt45huan4xxfvwhjf,287028,145602487402611101784aevmos,44339090074287377064aevmos
441,evmos15t7f2um4evq78e047dqshq5xh3htcvx6gm6u03,287207,99486405675036887946aevmos,30331904304156996726aevmos
442,evmos1s2vl6z6kck253l7kfeplpdap43wpq66e87wvks,287275,141984701926601848804aevmos,43307896067977949980aevmos
443,evmos1jskfjwtqmfcfrnnuretjwgq3wt9l8xatxtjxj5,1027958,137497839951030079104aevmos,149672299598524800aevmos
444,evmos1qwtuutzzndv563utvmzjfvpvdrwugs2w35r2xz,1028366,54957869583154264161aevmos,84896006021343135aevmos
445,evmos1yfawr5eqk680qg50vutce8kx56ex806hpfu9x2,1027004,183526723582161853616aevmos,3292752009618256aevmos
446,evmos1p5zgph5jsah4tuyx9uexsxznwhus0n8dysqgu8,1028722,45793454542303483886aevmos,89049541239384082aevmos
447,evmos10semalj8uz9fr3ex2v6060kg65l0p8fr9u8mpv,1030024,256679092464663549473aevmos,875700415883277791aevmos
448,evmos1fcqfk97aeqeng7p07ry34zygqu2lmwsy9fpwjw,1034869,152553574936234282803aevmos,1357483401982279373aevmos
449,evmos1mxpswt5mqtkrlvd9g9z06a656ljhz2s4tvjgcy,1035842,177269910736853654741aevmos,1774559762703960363aevmos
450,evmos134zdddyda004fae9tvva9s9rp9tgm8uwtl0aeh,1037182,60495617542493391838aevmos,698255058261278754aevmos
451,evmos1jhe40w5dussfpkhcjtrj0w98zmalgx9qu6p0az,1039238,135761235260217749799aevmos,1886276990410854105aevmos
452,evmos1ajzzqm5uykrek4nl885xnuxu66pn7f7tma3esq,1039884,102107568364117877842aevmos,1494721310267319982aevmos
453,evmos1huqctyey9n45n9leh8zazxqjz9r3rcnll8qkdt,1076877,179636996747351198321aevmos,5655601247228600463aevmos
454,evmos12ak5mlvv07n8k6s5yj448rhw4wzw7xsqw7lfdz,1076915,386041292866747288816aevmos,12159786817813358864aevmos
455,evmos103jy4vjwhe4vwljpa2xze7gvnkzjna8ua4rdav,1078480,460371378206456297368aevmos,14781939287184651112aevmos
456,evmos1j9fs9n4q82ru6p65389kmka0hps0hj9va8jfkn,1080004,55033915120461943154aevmos,1799975031340079502aevmos
457,evmos1vsjfsq3746l6kesc737whuavnn8s33yt6vqwdl,1080104,340259453052289857856aevmos,11142175073183647424aevmos
458,evmos1s4743p8ugt82v34avtxgf7qx46u69tn0m25g9k,1081755,198802577078017863189aevmos,6641175261029281003aevmos
459,evmos15375jc76ntqt5znlqcma3uj56j96tmwvkhemml,1082087,47428286425947844019aevmos,1590571846063288397aevmos
460,evmos1wa7tgv6xkmrsp3la5qp6lwg5p8m9nvnj2s5rug,1082535,46091334262862950199aevmos,1553751481088244681aevmos
461,evmos1wa7tgv6xkmrsp3la5qp6lwg5p8m9nvnj2s5rug,1082726,44383080346864999842aevmos,1499423736677868126aevmos
462,evmos1a0grjmldzm3ueu4wyua4qgjdn6tq0y9ktfu9ke,1084727,177398025771343078624aevmos,6131990562828393248aevmos
463,evmos10fav7gjpc2ec3d4haw9m578kzhm0wuajercpkn,1085892,288854327008526725877aevmos,10115260507329405707aevmos
464,evmos1u0eecft6rty5mpy02awynadye4d5zwnlxcwhvf,1089348,502750177227928497604aevmos,18285644349255367996aevmos
465,evmos164u42nz908nxta6f9tge7arh5lqy0vywfptsxs,1092390,47340947386176940251aevmos,1782197773846002469aevmos
466,evmos164u42nz908nxta6f9tge7arh5lqy0vywfptsxs,1092448,44216900325619895764aevmos,1665603757922972204aevmos
467,evmos1hsmjtc5k5keefysslqt742h2c4x3ylfmspw396,1094571,174716046097040826376aevmos,6738173571920546552aevmos
468,evmos1ejnwdak8phw5ya3k2ylkcht2ktzl0srt7dfqv4,1095000,242414620115152961688aevmos,9392797571800088424aevmos
469,evmos1zr0vmsrw7njfw4l7h0nf9l89g78rsx7vvyg8w3,1103088,69055498205542818003aevmos,2891667820960679213aevmos
470,evmos1yz7m66uuejuqaxjy6pg42alggy0cc0l30a8yey,1110892,51370092759841241531aevmos,2306744024403256645aevmos
471,evmos1nwnun0xk5vq6ksr7l38cuhfta6e4vzprhp0s2f,1111120,43906980394054199329aevmos,1975523689488668639aevmos
472,evmos1jyse6h7y2s9uax2qxcsh4hnhj3w6t4hkartvzc,1112100,47706476034161133125aevmos,2164855453472499131aevmos
473,evmos1skmexl2w2rr6j06353ztk7448xen355amxq9j8,1112659,131645034525526037928aevmos,6002477725102565976aevmos
474,evmos1lqv6ug8y3g2qakdlq9yn5zc3wn598wfh2w34je,1119484,557293205528736642880aevmos,26900142475372553920aevmos
475,evmos1lqv6ug8y3g2qakdlq9yn5zc3wn598wfh2w34je,1120185,175033313499751565000aevmos,8496702834419906872aevmos
476,evmos1lqv6ug8y3g2qakdlq9yn5zc3wn598wfh2w34je,1120247,175029281387591061576aevmos,8500734946580410296aevmos
477,evmos1lqv6ug8y3g2qakdlq9yn5zc3wn598wfh2w34je,1120309,175025305208226256208aevmos,8504711125945215664aevmos
478,evmos1lqv6ug8y3g2qakdlq9yn5zc3wn598wfh2w34je,1120370,175021149890082601944aevmos,8508866444088869928aevmos
479,evmos1lqv6ug8y3g2qakdlq9yn5zc3wn598wfh2w34je,1120405,175018859237017343440aevmos,8511157097154128432aevmos
480,evmos1lqv6ug8y3g2qakdlq9yn5zc3wn598wfh2w34je,1120474,175014425359661000644aevmos,8515590974510471228aevmos
481,evmos1sc5z2y6cr3fft26327rkua58lssdagr36k3h23,1121716,74117058789651141264aevmos,3642149807261309040aevmos
482,evmos1arsnmpa2zqvawggdrvr7vd7yly9ajd8x2zftjw,1121893,62157629015039175164aevmos,3058770821451991556aevmos
483,evmos15u6vuepw9gs043cgkrv4r0mpge92wgj3gj5n23,1121222,84916711999000777336aevmos,4156667742869940360aevmos
484,evmos1unvl4a7jrlky8ekhm4xjwrye0uj33fxtx03mcz,1122018,65790944360642482148aevmos,3240740891703937564aevmos
485,evmos1p2eum98826u9vdnpjnjypasw49lv5tpjq72c7e,1122135,61941594090433993186aevmos,3053993121536752926aevmos
486,evmos15u6vuepw9gs043cgkrv4r0mpge92wgj3gj5n23,1122225,174900207390682862544aevmos,8629808943488609328aevmos
487,evmos15u6vuepw9gs043cgkrv4r0mpge92wgj3gj5n23,1122266,174897583323629625992aevmos,8632433010541845880aevmos
488,evmos15u6vuepw9gs043cgkrv4r0mpge92wgj3gj5n23,1122283,174896288187960442700aevmos,8633728146211029172aevmos
489,evmos15u6vuepw9gs043cgkrv4r0mpge92wgj3gj5n23,1122300,174895151364213961156aevmos,8634864969957510716aevmos
490,evmos1w4q82r84tvlf2yj7uuq9pr049yvexu8w8rajaa,1122307,65553803637399063764aevmos,3236677959896261420aevmos
491,evmos15u6vuepw9gs043cgkrv4r0mpge92wgj3gj5n23,1122313,174894311059942648364aevmos,8635705274228823508aevmos
492,evmos13pyejg2v2cy3s5mktww5xg703wul0e5ehz72z6,1122521,163691442344245523507aevmos,8096482744866592461aevmos
493,evmos1nrl5adjdl7tpsxpqph3kss0w5se2mglxvvfqxh,1123031,537829597728078799340aevmos,26709139293574426132aevmos
494,evmos1v7g0dpv2vda897fu463kx996uk6hrkkah0x6as,1123213,174835066677817088316aevmos,8694949656354383556aevmos
495,evmos16dync9juk3dde8hh8j00tvhr7u0aa2v38lgd89,1123227,26744827585993878846aevmos,1330225052905823938aevmos
496,evmos1ktmp9x6t973qvxald5fkhmspdfndsg0m9d9u82,1123565,174812158264179247544aevmos,8717858069992224328aevmos
497,evmos1cznw76m20m8gtea5rmecdxut8lwsd8ej4d2nsr,1123680,331170632020099685148aevmos,16531145343367811812aevmos
498,evmos15dgydvkjnk6tfywdd30t747hqa804uxdr2f9cn,1123762,334684117496902409332aevmos,16717510628571095948aevmos
499,evmos1fdhl92ng038ujrmleu7zvmwzcaqq4me3nc08tg,1126519,106480457121958093516aevmos,5433950738909912372aevmos
500,evmos15mdwvx57ck5fd6cvlx5uqj96k7rfa6cud2vlxu,1126634,28295873846660785680aevmos,1445309778964542704aevmos
501,evmos1anq8yu2rvhhzl0fwjrr49sr6j4jp5hlxpzn7ha,1127353,132670904078528494974aevmos,6814066376451007874aevmos
502,evmos1w4q82r84tvlf2yj7uuq9pr049yvexu8w8rajaa,1128801,130852500385882387116aevmos,6795011864746216788aevmos
503,evmos1gjfmkum4gsjrpt7v6vnn85j2cu39jkhxagn3r7,1129548,174421576586787828820aevmos,9108439747383643052aevmos
504,evmos1v7kjxypzetst48vdw20027p5qj3hejqa656ee6,1130154,115991848903186601094aevmos,6084804301562605434aevmos
505,evmos1eq7tet7v062p2d3pqquq2k88gr5j8h339gmerl,1132380,207279532133945422070aevmos,11058266657219404554aevmos
506,evmos1d0wc46r40wyq9xcrds2nsn2ej3dc6runm3wrr5,1133858,333417930542808566100aevmos,17983697582664939180aevmos
507,evmos1d9nqpky9txkpcr5yme3q3u79dzheu6jg3vj6dj,1134107,651918287080877340812aevmos,35226564627200198516aevmos
508,evmos1p3m4whhrttnf59qhnqx8h8jkm5unctumhhmmcd,1135393,174037148230199748320aevmos,9492868103971723552aevmos
509,evmos18k8t4596x5c4df2al4y228m2sq6cu6uv4qeqqz,1135792,174011057884157407392aevmos,9518958450014064480aevmos
510,evmos1sjksylqxdv84edlz6cw0rcwxkctd7x7jae3uny,1137018,173927765275854199464aevmos,9602251058317272408aevmos
511,evmos1xrha5ctdh57apzfmh63ghul7g5daex4hr46zdv,1137586,140853701818473502252aevmos,7808292591948473812aevmos
512,evmos1fzk88hg6w7zxr49lz5cshe65nxk6rkx0sukmnv,1137674,88612150134844201762aevmos,4915439692649861086aevmos
513,evmos13f7f74wt2xh2qfs6mjm4r5tm8dzr703t4nfctm,1139075,173791693564391020712aevmos,9738322769780451160aevmos
514,evmos193nfw9470nt59gpvugk6p96v0jjwhndu7u8ns4,1139946,80663014515113967027aevmos,4547792435351932493aevmos
515,evmos1rqqg5h8k35ag5z6c20gu0j3pmfevq45hyl4llr,1139959,171336773453976804663aevmos,9660910529326999753aevmos
516,evmos1rqqg5h8k35ag5z6c20gu0j3pmfevq45hyl4llr,1140143,136122186143758215183aevmos,7685424818044180465aevmos
517,evmos1d42rxswyyewrfp6vlnnc6mehf4vd7tchegh6ng,1140924,279567942825042625556aevmos,15876481369996852204aevmos
518,evmos174uywk63l8mhkfppcvsafsx4xz2z54zge0p7r6,1142236,46729620540968134425aevmos,2678046863391387367aevmos
519,evmos1sxy9fvmrhyrer20tc20zl8rlzp27ukjdn6raju,1143512,490891053937291405628aevmos,28382185979484133060aevmos
520,evmos155ctysazpj6fx9eg36jnphy2qwcvpmtrq90j3q,1153047,28009781955094001616aevmos,1731401670531326768aevmos
521,evmos1aguuhqac26vjwjedrtqscnpn6w8ygpxuutdwqf,1153898,26340816660669368635aevmos,1637785304547632837aevmos
522,evmos1aguuhqac26vjwjedrtqscnpn6w8ygpxuutdwqf,1153979,26339951687004119793aevmos,1638650278212881679aevmos
523,evmos1vywx8e3r9wx39zsk99jzafln4jdm6v2dc9xvtg,1154106,210708959449463145240aevmos,13119856272272866536aevmos
524,evmos1yz98p3c269e8v39wujs03z0lkjxqwr4pykvyzn,1154336,54331400960049507981aevmos,3388384630792821875aevmos
525,evmos1yz98p3c269e8v39wujs03z0lkjxqwr4pykvyzn,1154691,52664765708632919231aevmos,3292438221801083713aevmos
526,evmos1dnxhcglxenvu2fvwmk5lefsazg2du43zcczme4,1157714,103498319224754034292aevmos,6604487265807873932aevmos
527,evmos1jnnskah2wz0r8uh5rv6mure0rk2vu7v6nvlxjv,1158567,49165682118130682956aevmos,3155361214609665716aevmos
528,evmos1a8sd7cd38wte2wvdpcn8nlp7ff370s6eyr0lwj,1158701,53120593992587508288aevmos,3412223290761015744aevmos
529,evmos1vhsan8sylxnvlm7uvr0asy94s2ke6yvfnx5ksq,1158939,29599410547407462426aevmos,1904354738626192870aevmos
530,evmos1czvsrrchm72mcg4kpcn9u3jreyc8a2ggdu4ha5,1159339,48941138906384414247aevmos,3157140070165031385aevmos
531,evmos1ve0v0srtck6gedgvy5977m393l63n2zvcqxgu0,1160085,172356211133185498336aevmos,11173805200985973536aevmos
532,evmos169enfyx3xcmnvjvvlmt22ythxu7za7e4mxjkgk,1160186,172349242447796313024aevmos,11180773886375158848aevmos
533,evmos169enfyx3xcmnvjvvlmt22ythxu7za7e4mxjkgk,1160247,172344885500631312196aevmos,11185130833540159676aevmos
534,evmos169enfyx3xcmnvjvvlmt22ythxu7za7e4mxjkgk,1160284,172342307683475972760aevmos,11187708650695499112aevmos
535,evmos169enfyx3xcmnvjvvlmt22ythxu7za7e4mxjkgk,1160316,172340034209944647672aevmos,11189982124226824200aevmos
536,evmos169enfyx3xcmnvjvvlmt22ythxu7za7e4mxjkgk,1160355,172337307292625259928aevmos,11192709041546211944aevmos
537,evmos169enfyx3xcmnvjvvlmt22ythxu7za7e4mxjkgk,1160439,172331352915372096236aevmos,11198663418799375636aevmos
538,evmos1c956g42xglljs4j73gzducp249jmctymm4fvc7,1162097,172215596486949553048aevmos,11314419847221918824aevmos
539,evmos19jrmmahar75gl37jmauvnv0lmzhm7kdy0n7gsq,1163040,205235185373975857446aevmos,13567641148480680154aevmos
540,evmos14grvewuwglzte46sanee7xpk04934ulllk0835,1163080,487066556348351888020aevmos,32206683568423650668aevmos
541,evmos1wdj9tk5j9hlry4c05fw4h2py6nx9txc8dpz333,1163946,104936150402264463380aevmos,6978257458603542508aevmos
542,evmos169enfyx3xcmnvjvvlmt22ythxu7za7e4mxjkgk,1164418,172053293217486258484aevmos,11476723116685213388aevmos
